Date,Weekday,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Costs,Clicks,TV,Radio,ATL - Media,Users,aantal_geaccepterrd,unieke_opens,Partner Voucherorders,Marketing_campagne_cat,Multi-cat_type,Speciale_dag,Grand Total
01-01-2017,zondag,0.5,0,300,1051.99,2949,,,,33826,1012,328,64,,,,9423
02-01-2017,maandag,3,258,60,2548.93,5755,,,,55046,250,116,147,Multi-cat,Beverage,,21430
03-01-2017,dinsdag,5,30,36,2429.84,5813,,,,36489,447,128,153,Multi-cat,Beverage,,18638
04-01-2017,woensdag,5.8,198,66,2715.1,5908,,,,43876,1862,646,162,Multi-cat,Beverage,,18170
05-01-2017,donderdag,0,348,0,2514.28,5770,,,,39234,394,206,168,Multi-cat,Beverage,,16357
06-01-2017,vrijdag,-3,372,0,2353.19,5275,,,,28514,607,205,174,Multi-cat,Beverage,,14499
07-01-2017,zaterdag,-0.2,0,564,2031.71,3872,,,,19936,406,140,40,Multi-cat,Beverage,,8582
08-01-2017,zondag,4.3,0,0,2496.7,5085,,,,26551,580,222,70,Multi-cat,Beverage,,14054
09-01-2017,maandag,4.8,0,246,4066.19,7404,,,,49637,497,205,85,"Flowers, Cards, Balloons, Chocolate",,,18956
10-01-2017,dinsdag,5.3,60,288,3543.66,7030,,,,55365,1284,402,104,"Flowers, Cards, Balloons, Chocolate",,,18561
11-01-2017,woensdag,7.2,168,96,3455.97,7227,,,,37128,386,154,122,"Flowers, Cards, Balloons, Chocolate",,,18395
12-01-2017,donderdag,5.2,84,480,3214.54,6707,,,,31391,392,130,118,"Flowers, Cards, Balloons, Chocolate",,,17516
13-01-2017,vrijdag,3.1,192,324,2771.66,6073,,,,37585,1170,413,144,"Flowers, Cards, Balloons, Chocolate",,,14707
14-01-2017,zaterdag,1.8,138,216,2207.8,4128,,,,22456,780,256,84,"Flowers, Cards, Balloons, Chocolate",,,8859
15-01-2017,zondag,0.7,198,0,2728.02,5595,,,,26918,969,295,118,"Flowers, Cards, Balloons, Chocolate",,,14407
16-01-2017,maandag,-1.6,108,0,3630.21,7402,,,,42163,1008,272,133,"Flowers, Cards, Balloons, Chocolate",,,19363
17-01-2017,dinsdag,-3.4,216,0,3313.74,7025,,,,46175,400,119,104,"Flowers, Cards, Balloons, Chocolate",,,17960
18-01-2017,woensdag,-3.8,108,0,3501.53,7334,,,,41702,323,100,115,"Flowers, Cards, Balloons, Chocolate",,,17240
19-01-2017,donderdag,-2,402,0,3106.72,6743,,,,62092,234,61,119,"Flowers, Cards, Balloons, Chocolate",,,15703
20-01-2017,vrijdag,-0.3,426,0,2933.99,6230,,,,50209,800,326,93,"Flowers, Cards, Balloons, Chocolate",,,14559
21-01-2017,zaterdag,-0.2,450,0,2255.31,4257,,,,26756,1377,319,117,"Flowers, Cards, Balloons, Chocolate",,,8134
22-01-2017,zondag,-1.7,450,0,2662.99,5746,,,,42298,1419,458,333,"Flowers, Cards, Balloons, Chocolate",,,21859
23-01-2017,maandag,1.6,12,0,4094.46,8435,,,,53244,224,67,329,Cards,,,23892
24-01-2017,dinsdag,0.8,0,24,4001.31,8367,,,,43676,677,167,251,Cards,,,22070
25-01-2017,woensdag,-1.1,0,0,3321,8145,,,,34376,322,156,185,Cards,,,20038
26-01-2017,donderdag,-2.8,390,0,3565.06,8014,,,,92725,7,0,176,Cards,,,21728
27-01-2017,vrijdag,0.8,342,0,3218.65,6999,,,,44974,243,78,162,Cards,,,18068
28-01-2017,zaterdag,5.4,96,0,2431.83,4678,,,,26530,167,64,173,Cards,,,10290
29-01-2017,zondag,4.7,30,252,3508.37,6836,,,,32850,217,66,433,Cards,,,17912
30-01-2017,maandag,4.9,0,480,5033.59,10682,,,,62948,1,5,1010,Flowers,,,36635
31-01-2017,dinsdag,3.7,48,0,5024.84,9390,,,,44086,8,14,1009,Flowers,,,19168
01-02-2017,woensdag,3.4,0,180,5232.55,9715,,,,47396,488,162,967,Flowers,,,19478
02-02-2017,donderdag,8.6,186,108,4457.2,9253,,,,60050,910,333,1068,Flowers,,,22645
03-02-2017,vrijdag,8.6,90,18,4019.05,8796,,,,43764,290,78,1072,Flowers,,,18148
04-02-2017,zaterdag,5.7,12,534,3315.36,6708,,,,30486,254,67,798,Flowers,,,10386
05-02-2017,zondag,4.4,246,0,3753.36,9112,,,,47198,299,71,1114,Flowers,,,17961
06-02-2017,maandag,4.3,0,0,5923.81,14662,,,,93909,772,291,1640,"Cards, Balloons, Chocolate, Flowers",,,25904
07-02-2017,dinsdag,2.4,0,624,7173.67,15389,,,,91083,564,216,1755,"Cards, Balloons, Chocolate, Flowers",,,24701
08-02-2017,woensdag,0,0,42,7826.53,16151,,,,111328,39,7,2113,"Cards, Balloons, Chocolate, Flowers",,,26222
09-02-2017,donderdag,-1.6,0,0,8066.43,17191,,,,106882,331,202,2588,"Cards, Balloons, Chocolate, Flowers",,,27742
10-02-2017,vrijdag,-2.3,0,84,8805.88,17774,,,,115021,122,39,2602,"Cards, Balloons, Chocolate, Flowers",,,32650
11-02-2017,zaterdag,-0.4,0,426,9111.7,16646,,,,72246,316,79,2363,"Cards, Balloons, Chocolate, Flowers",,,23322
12-02-2017,zondag,0.7,270,42,13168.55,26244,,,,120138,255,73,3307,"Cards, Balloons, Chocolate, Flowers",,,42684
13-02-2017,maandag,2.2,522,0,9074.84,39756,,,,181337,110,19,4398,"Cards, Balloons, Chocolate, Flowers",,,80908
14-02-2017,dinsdag,3.8,522,0,6503.84,18848,,,,95502,305,2,989,"Cards, Balloons, Chocolate, Flowers",,Valentijn,18869
15-02-2017,woensdag,7.4,450,0,4695.48,10157,,,,49607,337,70,885,"Cards, Balloons",,,18876
16-02-2017,donderdag,6.8,42,12,4207.9,8334,,,,38162,400,132,724,"Cards, Balloons",,,18056
17-02-2017,vrijdag,7,12,72,3547.02,6902,,,,32848,41,6,612,"Cards, Balloons",,,15034
18-02-2017,zaterdag,5.6,294,0,2864.77,4845,,,,21259,37,0,422,"Cards, Balloons",,,8574
19-02-2017,zondag,6.2,24,48,3686.61,6701,,,,27560,17,4,614,"Cards, Balloons",,,14663
20-02-2017,maandag,9.1,0,342,4701.23,9171,,,,64480,40,4,796,"Cards, Balloons",,,26384
21-02-2017,dinsdag,9.6,324,78,4267.47,8493,,,,56755,32,0,647,"Cards, Balloons",,,22336
22-02-2017,woensdag,9.5,0,768,4458.27,8855,,,,51068,53,26,750,"Cards, Balloons",,,21852
23-02-2017,donderdag,8,12,918,4030.38,8294,,,,46839,23,1,640,"Cards, Balloons",,,20641
24-02-2017,vrijdag,4.5,408,30,3892.24,7250,,,,34103,23,0,616,"Cards, Balloons",,,16864
25-02-2017,zaterdag,5.8,30,126,2921.54,4750,,,,21894,16,0,399,"Cards, Balloons",,,9547
26-02-2017,zondag,8.7,0,168,3352.89,6331,,,,35932,5,0,805,"Cards, Balloons",,,23398
27-02-2017,maandag,8.7,18,246,4906.06,8749,,,,54185,33,0,1131,Multi-cat,"Chocolate, Beverage",,20996
28-02-2017,dinsdag,4.7,126,210,4682.45,8881,,,,44396,28,0,1512,Multi-cat,"Chocolate, Beverage",,21350
01-03-2017,woensdag,6.3,228,348,4771.71,8785,,,,36326,29,1,24,Multi-cat,"Chocolate, Beverage",,20220
02-03-2017,donderdag,6.6,66,300,4790.7,8671,,,,67623,22,0,12,Multi-cat,"Chocolate, Beverage",,22282
03-03-2017,vrijdag,5.9,84,90,3840.26,7171,,,,38610,43,0,15,Multi-cat,"Chocolate, Beverage",,17322
04-03-2017,zaterdag,9.2,36,222,2944.31,5096,,,,23896,33,0,25,Multi-cat,"Chocolate, Beverage",,10562
05-03-2017,zondag,6.9,252,240,3694.8,6660,,,,28939,3,0,20,Multi-cat,"Chocolate, Beverage",,17482
06-03-2017,maandag,6,258,132,5347.11,9811,,,,68166,61,2,19,"Flowers, Cards",,,24175
07-03-2017,dinsdag,6.7,96,6,5350.24,9776,,,,63401,29,1,25,"Flowers, Cards",,,21947
08-03-2017,woensdag,5.9,12,516,5741.25,10169,,,,64341,37,10,17,"Flowers, Cards",,,23396
09-03-2017,donderdag,7.7,270,24,4720.31,8635,,,,53135,53,82,19,"Flowers, Cards",,,20735
10-03-2017,vrijdag,6.5,480,0,4149.89,7375,,,,39314,30,1,9,"Flowers, Cards",,,16917
11-03-2017,zaterdag,7.3,384,0,2694.33,4780,,,,23162,0,0,15,"Flowers, Cards",,,9294
12-03-2017,zondag,7.9,588,0,3424.13,6031,,,,37212,7,0,26,"Flowers, Cards",,,14702
13-03-2017,maandag,6.5,486,0,5378.06,9135,,,,58846,56,0,20,Flowers,,,23505
14-03-2017,dinsdag,8.8,270,0,5067.12,8729,,,,40426,47,0,16,Flowers,,,20383
15-03-2017,woensdag,9,504,0,4916,8297,,,,54867,43,0,21,Flowers,,,19079
16-03-2017,donderdag,9.4,654,0,4282.9,7899,,,,36498,41,0,9,Flowers,,,18342
17-03-2017,vrijdag,8.3,252,216,4857.59,8739,,,,34889,50,4,19,Flowers,,,18606
18-03-2017,zaterdag,9.7,6,480,3859.47,6300,,,,25630,55,0,28,Flowers,,,12018
19-03-2017,zondag,11.3,42,60,5156.58,8167,,,,32751,16,0,24,Flowers,,,18861
20-03-2017,maandag,10.3,0,588,7017.82,11458,,,,53886,50,5,29,Flowers,,,28978
21-03-2017,dinsdag,7.5,528,0,5597.57,9578,,,,62592,84,52,21,Cards,,,21564
22-03-2017,woensdag,6.3,510,0,5064.03,9015,,,,48910,57,1,17,Cards,,,22726
23-03-2017,donderdag,8.2,654,0,4937.85,8665,,,,50403,54,10,24,Cards,,,25284
24-03-2017,vrijdag,8.4,660,0,4602.51,8134,,,,34228,69,12,17,Cards,,,20304
25-03-2017,zaterdag,8.5,630,0,3094.02,5174,,,,21734,45,0,8,Cards,,,9852
26-03-2017,zondag,8,438,0,4233.8,6612,,,,31335,22,0,43,Cards,,,17685
27-03-2017,maandag,9.2,690,0,5894.06,9594,,,,80794,98,0,36,Cards,,,37379
28-03-2017,dinsdag,11.3,684,6,5522.53,8526,,,,41643,61,0,24,"Cards, Balloons",,,18389
29-03-2017,woensdag,12.6,72,0,5847.83,9562,,,,38879,66,10,43,"Cards, Balloons",,,21072
30-03-2017,donderdag,15.7,366,0,4922.75,8571,,,,45181,71,2,44,"Cards, Balloons",,,20999
31-03-2017,vrijdag,14.5,330,30,4452.85,7710,,,,32419,75,104,109,"Cards, Balloons",,,18190
01-04-2017,zaterdag,10.8,12,0,3419.73,5233,,,,22049,57,66,5,"Cards, Balloons",,,10095
02-04-2017,zondag,10.3,588,0,3840.31,6016,,,,23920,12,89,1,"Cards, Balloons",,,16539
03-04-2017,maandag,8.1,288,0,5881.61,9745,,,,49352,84,66,26,Flowers,,,24678
04-04-2017,dinsdag,9.8,396,0,5524.86,9009,,,,43459,256,109,5,Flowers,,,21737
05-04-2017,woensdag,9.2,312,0,5670.88,9806,,,,46349,74,3,7,Flowers,,,22627
06-04-2017,donderdag,8.1,156,0,5425.85,9308,,,,49657,54,0,7,Flowers,,,19941
07-04-2017,vrijdag,10.5,90,0,4613.08,7777,,,,51058,76,1,4,Flowers,,Dag van het bier,16568
08-04-2017,zaterdag,9.6,300,0,2979.78,5197,,,,28967,75,3,3,Flowers,,,9693
09-04-2017,zondag,11.7,738,0,3295.2,5427,,,,24555,16,0,1,Flowers,,,12633
10-04-2017,maandag,9.8,318,0,5744.49,9833,,,,78800,98,16,5,Multi-cat,"Chocolate, Flowers, Cards",,48911
11-04-2017,dinsdag,9.6,516,0,6001.59,9471,,,,49443,299,66,4,Multi-cat,"Chocolate, Flowers, Cards",,20817
12-04-2017,woensdag,9.8,54,84,6454.49,10098,,,,44434,276,57,5,Multi-cat,"Chocolate, Flowers, Cards",,22873
13-04-2017,donderdag,9.3,462,0,5621.04,9293,,,,52562,332,108,186,Multi-cat,"Chocolate, Flowers, Cards",,21010
14-04-2017,vrijdag,9.9,162,0,5200.7,8484,,,,38925,258,88,29,Multi-cat,"Chocolate, Flowers, Cards",,17080
16-04-2017,zondag,7.9,204,174,2145.77,4133,,,,21794,36,13,6,Multi-cat,"Chocolate, Flowers, Cards",Pasen,8102
17-04-2017,maandag,6.5,432,324,3164.21,6107,,,,31826,71,26,11,Chocolate,,Pasen,9929
18-04-2017,dinsdag,6.1,540,0,5870.17,10198,,,,66799,364,137,281,Chocolate,,,16292
19-04-2017,woensdag,3.9,420,0,5698.5,10699,,,,62361,263,58,53,Chocolate,,,22008
20-04-2017,donderdag,6.9,726,0,5347.47,10936,,,,56354,509,153,29,Chocolate,,Secretaressedag,21566
21-04-2017,vrijdag,11.1,24,96,3663.42,6872,,,,38128,6652,3009,9,Chocolate,,,20494
22-04-2017,zaterdag,7.8,444,84,2848.17,5082,,,,31382,9745,3947,6,Chocolate,,,17697
23-04-2017,zondag,6.6,324,6,3890.63,6341,,,,32712,7457,2734,6,Chocolate,,,10286
24-04-2017,maandag,9.3,204,156,5925.28,9354,,,,61955,1365,414,8,Cards,,,17496
25-04-2017,dinsdag,5.9,582,66,5634.45,8939,,,,45525,148,20,6,Cards,,,30031
26-04-2017,woensdag,5,534,12,4790.11,7818,,,,34638,180,19,4,Cards,,,24513
27-04-2017,donderdag,6.1,612,0,3415.32,5579,,,,26555,159,71,1,Cards,,Koningsdag,18128
28-04-2017,vrijdag,7.6,258,120,4927.33,7808,,,,37266,82,7,3,Cards,,,14769
29-04-2017,zaterdag,7.6,432,0,3651.77,5676,,,,27468,89,9,3,Cards,,World Wish day,18981
30-04-2017,zondag,12.3,678,0,4480.98,7169,,,,42792,43,8,4,Cards,,,12737
01-05-2017,maandag,11.7,48,162,7636.25,11600,,,,47253,145,20,5,Multi-cat,Moederdag assortiment,,28122
02-05-2017,dinsdag,10,120,366,7024.4,10981,,,,53752,194,51,2,Multi-cat,Moederdag assortiment,,24615
03-05-2017,woensdag,10.7,144,258,7015.05,11945,,,,41418,26,11,5,Multi-cat,Moederdag assortiment,,22495
04-05-2017,donderdag,10.4,162,0,6316.3,11088,,,,71667,68,42,3,Multi-cat,Moederdag assortiment,,21943
05-05-2017,vrijdag,8.9,18,0,5778.94,10339,,,,67600,55,157,2,Multi-cat,Moederdag assortiment,,23330
06-05-2017,zaterdag,12.8,672,0,4235.99,7326,,,,48512,98,37,0,Multi-cat,Moederdag assortiment,,19074
07-05-2017,zondag,11.7,162,0,6209.32,10546,,,,67919,40,11,25,Multi-cat,Moederdag assortiment,Bevrijdingsdag,11139
08-05-2017,maandag,9.7,384,0,10110.99,17365,,,,119244,49,15,178,"Flowers, Cards, Chocolate",,,20659
09-05-2017,dinsdag,8,396,0,10973.89,17379,,,,85614,46,12,63,"Flowers, Cards, Chocolate",,,35561
10-05-2017,woensdag,9,570,0,11584.78,18208,,,,88317,48,31,60,"Flowers, Cards, Chocolate",,Dag van de receptionisten,30859
11-05-2017,donderdag,15.4,708,36,10455.82,17683,,,,91176,66,43,44,"Flowers, Cards, Chocolate",,,31052
12-05-2017,vrijdag,15.5,162,204,11513.36,22072,,,,93093,47,31,37,"Flowers, Cards, Chocolate",,Dag van de verpleging,36103
13-05-2017,zaterdag,14,126,102,12644.58,20787,,,,97056,33,4,33,"Flowers, Cards, Chocolate",,,39567
14-05-2017,zondag,13.4,540,36,8712.05,12675,,,,56385,83,10,1,"Flowers, Cards, Chocolate",,Moederdag,33469
15-05-2017,maandag,14.9,582,0,7478.55,10802,,,,42770,69,16,1,Multi-cat,"Cards, Beverages, Balloons, Flowers",,19076
16-05-2017,dinsdag,20.4,108,0,6662.74,10004,,,,56521,77,25,3,Multi-cat,"Cards, Beverages, Balloons, Flowers",,21864
17-05-2017,woensdag,22.3,462,0,6114.68,8817,,,,50381,42,10,0,Multi-cat,"Cards, Beverages, Balloons, Flowers",,21250
18-05-2017,donderdag,16.5,66,54,6182.98,9959,,,,59225,43,12,5,Multi-cat,"Cards, Beverages, Balloons, Flowers",,19054
19-05-2017,vrijdag,13.6,42,0,5935.6,9587,,,,54776,19,6,49,Multi-cat,"Cards, Beverages, Balloons, Flowers",,19501
20-05-2017,zaterdag,12.5,582,30,3872.45,6190,,,,29856,53,11,216,Multi-cat,"Cards, Beverages, Balloons, Flowers",,18577
21-05-2017,zondag,14.4,642,0,4161.22,7239,,,,33025,49,16,146,Multi-cat,"Cards, Beverages, Balloons, Flowers",,10649
22-05-2017,maandag,17.6,750,0,5495.29,9972,,,,48839,94,25,148,"Cards, Balloons",,,15563
23-05-2017,dinsdag,16.1,708,0,5335.54,9936,,,,42944,54,54,78,"Cards, Balloons",,,27910
24-05-2017,woensdag,15.9,504,0,3727.36,8099,,,,43217,80,96,114,"Cards, Balloons",,,22063
25-05-2017,donderdag,17.4,876,0,2813.94,5977,,,,27276,54,9,70,"Cards, Balloons",,Hemelvaart,18114
26-05-2017,vrijdag,20.3,888,0,3224.59,6597,,,,35104,51,11,72,"Cards, Balloons",,,14488
27-05-2017,zaterdag,22.9,816,0,2235.64,4437,,,,21614,26,8,64,"Cards, Balloons",,,15019
28-05-2017,zondag,20.5,702,0,3344.87,6613,,,,26003,21,5,21,"Cards, Balloons",,,8926
29-05-2017,maandag,21.9,558,24,5093.77,10747,,,,52224,310,118,6,Balloons,,,17147
30-05-2017,dinsdag,18.3,240,0,5377.95,10641,,,,42461,43,27,5,Balloons,,,36312
31-05-2017,woensdag,17.4,714,0,4761.26,10274,,,,39826,95,61,9,Balloons,,,23298
01-06-2017,donderdag,16.6,912,0,4049.88,9356,,,,71207,34,44,11,Balloons,,,22313
02-06-2017,vrijdag,19.8,612,0,3452.95,8132,,,,57256,53,7,4,Balloons,,,21621
03-06-2017,zaterdag,18.4,324,36,1801.13,4927,,,,30208,23,3,1,Balloons,,,17849
04-06-2017,zondag,15.4,684,0,2288.13,5426,,,,26254,24,4,2,Balloons,,Pinksteren,9199
05-06-2017,maandag,17.1,438,0,3009.32,7276,,,,38536,56,15,3,Flowers,,,12536
06-06-2017,dinsdag,14.1,150,324,5512.89,11512,,,,59670,116,33,6,Flowers,,Best friends day,18754
07-06-2017,woensdag,14,282,132,5892.4,12061,,,,60320,70,22,6,Flowers,,,26775
08-06-2017,donderdag,16.8,282,30,5370.51,10970,,,,48582,42,48,4,Flowers,,,24868
09-06-2017,vrijdag,16.5,450,360,5164.64,10934,,,,45210,131,110,4,Flowers,,,22484
10-06-2017,zaterdag,17.8,642,0,3222.36,6405,,,,27235,18,0,1,Flowers,,,19829
11-06-2017,zondag,19.9,300,0,3952.14,8273,,,,35957,56,8,4,Flowers,,,9449
12-06-2017,maandag,16.1,144,0,6888.6,14070,,,,94719,52,17,10,Multi-cat,"Beverage, Cards, Flowers, Balloons",Dag van de rode rozen,16104
13-06-2017,dinsdag,16.3,522,0,6930.3,14119,,,,86722,101,24,13,Multi-cat,"Beverage, Cards, Flowers, Balloons",,27278
14-06-2017,woensdag,17.4,906,0,8378.53,18045,,,,103524,62,17,18,Multi-cat,"Beverage, Cards, Flowers, Balloons",Examenuitslag,25930
15-06-2017,donderdag,20,684,0,7911.36,15492,,,,78857,26,7,11,Multi-cat,"Beverage, Cards, Flowers, Balloons",,38290
16-06-2017,vrijdag,16.2,222,0,7377.31,15807,,,,70079,41,13,20,Multi-cat,"Beverage, Cards, Flowers, Balloons",,32382
17-06-2017,zaterdag,18.6,330,0,5169.61,11196,,,,55008,39,7,6,Multi-cat,"Beverage, Cards, Flowers, Balloons",,32568
18-06-2017,zondag,20.8,768,0,4600.5,9713,,,,41360,58,16,6,Multi-cat,"Beverage, Cards, Flowers, Balloons",Vaderdag,19560
19-06-2017,maandag,23.6,912,0,7020.51,11023,,,,46312,78,23,12,Cards,,,15582
20-06-2017,dinsdag,21.6,558,0,7074.53,11755,,,,48486,62,41,13,Cards,,,21984
21-06-2017,woensdag,21.4,738,0,6520.5,10995,,,,41724,45,109,166,Cards,,Start zomer,23702
22-06-2017,donderdag,22.9,462,48,6582.79,11075,,,,39470,56,16,70,Cards,,,23581
23-06-2017,vrijdag,19.6,414,0,5383.54,9853,,,,37637,39,19,60,Cards,,,19925
24-06-2017,zaterdag,17.1,0,336,4187.72,7527,,,,28715,30,6,46,Cards,,,18676
25-06-2017,zondag,17.5,42,156,5221.44,9458,,,,780,58,15,75,Cards,,,13330
26-06-2017,maandag,16.8,630,0,7917.31,13066,,,,62438,346,88,75,"Cake, Flowers",,,20009
27-06-2017,dinsdag,17.3,252,72,8041.19,13172,,,,59265,91,18,69,"Cake, Flowers",,,26084
28-06-2017,woensdag,18,12,288,8394.45,14359,,,,70950,23,9,66,"Cake, Flowers",,,23006
29-06-2017,donderdag,17.5,60,6,7799.75,13632,,,,74954,36,9,61,"Cake, Flowers",,,24114
30-06-2017,vrijdag,16.2,24,180,7570,13544,,,,56846,55,14,71,"Cake, Flowers",,,21883
01-07-2017,zaterdag,16.1,108,330,5208.72,9620,,,,36016,35,6,40,"Cake, Flowers",,,20899
02-07-2017,zondag,15.6,372,48,6265.31,11772,,,,37991,58,5,70,"Cake, Flowers",,,10557
03-07-2017,maandag,16.6,498,36,8820.82,16700,,,,61928,,,64,"Cards, Flowers",,,20282
04-07-2017,dinsdag,18.6,378,0,8582.56,12056,,,,53678,116,66,43,"Cards, Flowers",,,30100
05-07-2017,woensdag,19,534,0,7780.88,13456,,,,51503,73,47,54,"Cards, Flowers",,,25578
06-07-2017,donderdag,19.9,480,246,7718.44,12790,,,,48633,23,22,123,"Cards, Flowers",,,24835
07-07-2017,vrijdag,20.6,528,0,6897.13,11047,,,,45415,19,97,185,"Cards, Flowers",,,24040
08-07-2017,zaterdag,18.5,162,0,5514.65,7865,,,,30056,26,6,91,"Cards, Flowers",,,19486
09-07-2017,zondag,17.2,780,0,5590.18,9075,,,,29832,15,3,144,"Cards, Flowers",,,11932
10-07-2017,maandag,19.6,282,0,7450.51,13795,,,,62236,44,11,182,Balloons,,,16583
11-07-2017,dinsdag,17.7,72,180,7283.1,13465,,,,64190,52,7,466,Balloons,,,27341
12-07-2017,woensdag,14.9,264,666,7322.69,13623,,,,56798,488,152,320,Balloons,,,25489
13-07-2017,donderdag,14.6,384,0,6390.49,12123,,,,62271,22,8,212,Balloons,,,24782
14-07-2017,vrijdag,14.2,360,150,5387.27,10989,,,,48197,28,12,207,Balloons,,,22669
15-07-2017,zaterdag,17.2,228,0,3389.79,7050,,,,30334,36,11,94,Balloons,,,18437
16-07-2017,zondag,18.6,24,36,4646.03,9207,,,,33286,58,22,124,Balloons,,,10833
17-07-2017,maandag,18.6,804,0,6238.31,11686,,,,39677,28,7,73,Multi-cat,"Flowers, Beverage, Cards, Cake",,16696
18-07-2017,dinsdag,19.9,726,0,5772.15,10985,,,,55030,43,8,101,Multi-cat,"Flowers, Beverage, Cards, Cake",,21131
19-07-2017,woensdag,23.5,438,0,5195.76,10561,,,,38997,58,13,112,Multi-cat,"Flowers, Beverage, Cards, Cake",,21150
20-07-2017,donderdag,19.1,168,174,5721.92,11601,,,,40324,67,22,136,Multi-cat,"Flowers, Beverage, Cards, Cake",,18749
21-07-2017,vrijdag,18.2,780,0,4730.89,9771,,,,30178,23,3,111,Multi-cat,"Flowers, Beverage, Cards, Cake",,20251
22-07-2017,zaterdag,19.4,450,132,3300.03,6982,,,,30429,29,9,109,Multi-cat,"Flowers, Beverage, Cards, Cake",,16111
