Date,Weekday,Avg. Temperature,sunshine_duration_in_min,rain_time_in_min,Costs,Clicks,TV,Radio,ATL - Media,Users,aantal_geaccepterrd,unieke_opens,Partner Voucherorders,Marketing_campagne_cat,Multi-cat_type,Speciale_dag,Grand Total
23-07-2017,zondag,16,282,174,4049.64,9059,,,,29859,56,7,43,Multi-cat,"Flowers, Beverage, Cards, Cake",,9506
24-07-2017,maandag,0,0,0,6155.18,12516,,,,49355,31,59,35,Flowers,,,16955
25-07-2017,dinsdag,16.7,228,0,6271.58,12539,,,,49861,35,55,38,Flowers,,,25400
26-07-2017,woensdag,19,552,0,5085.36,10257,,,,49225,49,37,27,Flowers,,,20568
27-07-2017,donderdag,18.5,282,0,5262.79,10408,,,,52062,17,4,35,Flowers,,,19524
28-07-2017,vrijdag,17.2,204,84,5089.76,9623,,,,37551,29,19,36,Flowers,,,19785
29-07-2017,zaterdag,18.2,54,198,4163.15,7170,,,,26715,40,9,22,Flowers,,,17052
30-07-2017,zondag,18.8,528,18,3876.03,7921,,,,27161,24,7,47,Flowers,,,11059
31-07-2017,maandag,18.1,384,0,5326.29,10248,,,,51010,26,10,74,Cards,,,15844
01-08-2017,dinsdag,17.8,162,0,4760.51,9845,,,,39266,35,6,9,Cards,,,28055
02-08-2017,woensdag,17.6,48,264,4454.13,9536,,,,35072,122,32,5,Cards,,,22535
03-08-2017,donderdag,19,390,66,4639.21,9898,,,,47162,25,10,91,Cards,,,21622
04-08-2017,vrijdag,18.3,534,30,4058.8,8591,,,,34933,133,54,89,Cards,,,22266
05-08-2017,zaterdag,15.9,144,60,2856.25,6006,,,,24535,17,5,89,Cards,,,19497
06-08-2017,zondag,15.8,600,0,2929.17,7265,,,,34824,6,1,160,Cards,,,11913
07-08-2017,maandag,16.8,714,0,4669.82,9401,,,,34889,81,17,122,Multi-cat,"Cards, Flowers, Beverage",,25167
08-08-2017,dinsdag,16.2,60,294,5325.27,10742,,,,54744,15,4,157,Multi-cat,"Cards, Flowers, Beverage",,19760
09-08-2017,woensdag,16.7,462,0,4998.83,9625,,,,47323,23,6,142,Multi-cat,"Cards, Flowers, Beverage",,23301
10-08-2017,donderdag,15.7,18,108,4880.36,9971,,,,55920,25,4,143,Multi-cat,"Cards, Flowers, Beverage",,20722
11-08-2017,vrijdag,16.7,222,36,4296.25,8789,,,,42356,46,13,165,Multi-cat,"Cards, Flowers, Beverage",,20257
12-08-2017,zaterdag,16.8,150,258,3141.71,6407,,,,28669,41,11,126,Multi-cat,"Cards, Flowers, Beverage",,17015
13-08-2017,zondag,16.2,498,0,3458.04,7563,,,,36220,24,3,145,Multi-cat,"Cards, Flowers, Beverage",,10307
14-08-2017,maandag,17.9,564,0,5300.66,10371,,,,49177,30,9,189,"Cards, Balloons",,,15472
15-08-2017,dinsdag,17.9,132,108,6106.7,11535,,,,42352,37,8,174,"Cards, Balloons",,,21849
16-08-2017,woensdag,17.6,264,0,4972.77,9960,,,,34813,49,13,177,"Cards, Balloons",,,23303
17-08-2017,donderdag,17.3,66,162,5131.73,10466,,,,36294,51,18,73,"Cards, Balloons",,,19378
18-08-2017,vrijdag,16.9,114,66,4722.79,9391,,,,34555,54,11,63,"Cards, Balloons",,,20575
19-08-2017,zaterdag,15.4,408,246,3885.61,7052,,,,24643,65,11,23,"Cards, Balloons",,,16901
20-08-2017,zondag,15.8,564,0,4635.43,8791,,,,26472,36,9,53,"Cards, Balloons",,,10297
21-08-2017,maandag,15.9,114,0,6909.65,12044,,,,76099,34,8,54,"Balloons, Flowers, Cake",,,16813
22-08-2017,dinsdag,18.2,582,0,6264.53,11416,,,,54954,46,39,27,"Balloons, Flowers, Cake",,,26937
23-08-2017,woensdag,19.6,432,0,5885.01,10547,,,,45660,24,49,39,"Balloons, Flowers, Cake",,,21932
24-08-2017,donderdag,17.9,336,0,6000.48,11875,,,,59753,55,15,40,"Balloons, Flowers, Cake",,,20922
25-08-2017,vrijdag,16.9,552,0,5676.16,10791,,,,40483,42,20,27,Flowers,,,26635
26-08-2017,zaterdag,18.2,486,0,3856.84,7091,,,,26299,30,3,13,Flowers,,,19586
27-08-2017,zondag,17.8,612,0,4061.06,8303,,,,29144,41,8,28,Flowers,,,10198
28-08-2017,maandag,18.7,648,0,6803.16,14115,,,,70072,99,31,24,Flowers,,,15758
29-08-2017,dinsdag,21,450,30,6141.67,12110,,,,70955,43,10,21,Flowers,,,41102
30-08-2017,woensdag,17.8,24,432,7349.6,14103,,,,58542,69,31,34,Flowers,,,23367
31-08-2017,donderdag,14.4,360,150,7075.68,13817,,,,62002,80,18,39,Flowers,,,25942
01-09-2017,vrijdag,14.7,246,54,7111.79,11847,,,,50894,102,21,23,Flowers,,,23832
02-09-2017,zaterdag,13.3,492,0,5044.35,7729,,,,33188,,,11,Flowers,,,20604
03-09-2017,zondag,13,462,0,5980.25,9498,,,,32276,14,3,7,Flowers,,,10976
04-09-2017,maandag,15.8,366,0,8347.39,13660,,,,53863,81,27,23,Flowers,,,16915
05-09-2017,dinsdag,18.6,108,24,8459.24,14349,,,,45028,64,9,23,Flowers,,,26352
06-09-2017,woensdag,15.9,198,144,8218.47,13975,,,,42673,22,6,22,Flowers,,,25745
07-09-2017,donderdag,15.6,108,90,7304.3,13278,,,,42306,56,14,19,Flowers,,,24705
08-09-2017,vrijdag,15.1,0,0,6793.23,12666,,,,45820,71,14,12,Flowers,,,21965
09-09-2017,zaterdag,13.2,264,444,4742.26,8621,,,,30784,42,9,11,Flowers,,,20959
10-09-2017,zondag,13.9,408,24,5490.26,10425,,,,34085,51,11,12,Flowers,,,12778
11-09-2017,maandag,14.1,300,300,8300.83,14981,,,,65922,74,27,17,Flowers,,,19000
12-09-2017,dinsdag,14.6,576,0,6953.04,13698,,,,54936,89,29,21,"Chocolate, Cake",,,28494
13-09-2017,woensdag,14.1,348,336,7116.89,14218,,,,63185,36,12,19,"Chocolate, Cake",,,22551
14-09-2017,donderdag,0,0,0,6419.78,13113,,,,45525,41,16,31,"Chocolate, Cake",,,25988
15-09-2017,vrijdag,0,0,0,5258.47,11840,,,,78042,45,14,1664,"Chocolate, Cake",,,20606
16-09-2017,zaterdag,0,0,0,3871.33,8416,,,,41343,,,772,"Chocolate, Cake",,,21351
17-09-2017,zondag,0,0,0,4471.51,9816,,,,37356,59,14,743,"Chocolate, Cake",,,11259
18-09-2017,maandag,12,318,42,7352.38,14317,,,,62355,38,10,826,Cards,,,17736
19-09-2017,dinsdag,12,258,0,6766.93,13109,,,,50060,38,22,531,Cards,,,32351
20-09-2017,woensdag,13.5,210,30,7064.47,13628,,,,47657,123,24,442,Cards,,,25821
21-09-2017,donderdag,13.4,486,0,7019.92,12948,,,,41515,50,22,345,Cards,,,26619
22-09-2017,vrijdag,11.9,216,12,6255.64,11706,,,,43769,28,11,376,Cards,,,23170
23-09-2017,zaterdag,10.9,612,0,3608.35,6991,,,,26594,17,6,154,Cards,,,22179
24-09-2017,zondag,12.1,534,0,4416.13,9398,,,,39617,14,6,274,Cards,,,11116
25-09-2017,maandag,14.2,78,0,8213.52,14505,,,,49634,41,14,358,Multi-cat,"Flowers, Beverage, Balloons, Cake",,28634
26-09-2017,dinsdag,13.2,210,0,7587.33,13699,,,,48670,49,15,288,Multi-cat,"Flowers, Beverage, Balloons, Cake",,25288
27-09-2017,woensdag,13.6,390,0,6966.54,12861,,,,57511,56,23,280,Multi-cat,"Flowers, Beverage, Balloons, Cake",,23545
28-09-2017,donderdag,15.8,96,72,7516.96,13663,,,,73462,25,81,272,Multi-cat,"Flowers, Beverage, Balloons, Cake",,23865
29-09-2017,vrijdag,17.1,288,78,6270.61,11935,,,,51344,44,57,191,Multi-cat,"Flowers, Beverage, Balloons, Cake",,23193
30-09-2017,zaterdag,13.1,48,222,4476.74,8660,,,,34669,26,11,154,Multi-cat,"Flowers, Beverage, Balloons, Cake",,21619
01-10-2017,zondag,14.1,174,0,5323.2,10116,,,,34453,38,13,190,Cards,,,11445
02-10-2017,maandag,15.6,138,48,8573.02,15057,,,,59601,14,56,257,Cards,,,18553
03-10-2017,dinsdag,13.6,354,24,8429.31,14281,,,,56321,56,24,218,Cards,,,26603
04-10-2017,woensdag,13,18,150,8364.62,13904,,,,55452,63,29,201,Cards,,,23694
05-10-2017,donderdag,12.9,342,0,7659.87,13367,,,,51227,30,18,166,Cards,,,23449
06-10-2017,vrijdag,11.6,372,96,6069.28,11379,,,,56991,22,8,169,Cards,,,21988
07-10-2017,zaterdag,12.2,0,390,4076.76,8195,,,,34588,19,3,124,Cards,,,19525
08-10-2017,zondag,12.1,174,12,4779.35,10003,,,,33119,11,2,175,Cards,,,11562
09-10-2017,maandag,12.1,0,222,7967.99,14782,,,,63941,58,12,255,Cards,,,18472
10-10-2017,dinsdag,14.3,54,30,7200.7,13965,,,,67125,47,8,229,Cards,,,30261
11-10-2017,woensdag,14.8,6,12,6652.76,13022,,,,57890,19,9,1731,Cards,,,23837
12-10-2017,donderdag,13.4,318,12,5876.6,11891,,,,44871,54,17,793,Cards,,,26785
13-10-2017,vrijdag,15.3,150,0,4822.89,10499,,,,45526,24,14,448,Cards,,,21709
14-10-2017,zaterdag,14.8,510,0,2946.97,6656,,,,29266,41,12,380,Cards,,,21220
15-10-2017,zondag,15.8,534,0,3154.27,7934,,,,34673,29,5,416,Cards,,,10064
16-10-2017,maandag,18.6,480,0,5155.05,11268,,,,43224,25,4,237,Flowers,,,18255
17-10-2017,dinsdag,12.9,42,0,4777.18,10999,,,,49962,70,13,204,Flowers,,,21106
18-10-2017,woensdag,13.7,438,0,4631.15,10389,,,,41581,23,7,181,Flowers,,,21345
19-10-2017,donderdag,15.7,354,0,4522.38,10471,,,,38439,36,14,123,Flowers,,,19291
20-10-2017,vrijdag,13.7,102,168,4251.88,10464,,,,35655,45,32,113,Flowers,,,18365
21-10-2017,zaterdag,13.2,318,24,2967.33,7518,,,,25205,19,3,87,Flowers,,,17882
22-10-2017,zondag,10.8,156,414,4121.9,10223,,,,30175,16,3,99,Flowers,,,10753
23-10-2017,maandag,12.6,282,0,5784.3,13478,,,,55770,17,15,103,Balloons,,,17842
24-10-2017,dinsdag,15.3,0,72,6291.93,14101,,,,44029,67,24,115,Balloons,,,24853
25-10-2017,woensdag,14.2,114,0,5838.92,13786,,,,43122,40,21,144,Balloons,,,24270
26-10-2017,donderdag,14,126,0,5366.16,12545,,,,40457,35,17,129,Balloons,,,25114
27-10-2017,vrijdag,11.8,414,12,4393.7,10841,,,,40123,25,13,83,Balloons,,,21290
28-10-2017,zaterdag,12.4,0,108,2907.29,7402,,,,28999,32,3,57,Balloons,,,20029
29-10-2017,zondag,10.7,294,60,4247.05,10041,,,,35235,40,4,149,Balloons,,,10499
30-10-2017,maandag,8.3,366,0,6163.85,13793,,,,54204,32,13,120,Multi-cat,Verjaardagstraktatie,,20704
31-10-2017,dinsdag,10.1,12,0,5757.02,13374,,,,42852,83,23,95,Multi-cat,Verjaardagstraktatie,,27657
01-11-2017,woensdag,11.2,54,0,5455.71,12975,,,,47932,71,21,89,Multi-cat,Verjaardagstraktatie,,22757
02-11-2017,donderdag,9.8,156,0,4901.83,11901,,,,52214,102,44,62,Multi-cat,Verjaardagstraktatie,,21650
03-11-2017,vrijdag,8.8,0,48,4572.18,10651,,,,39687,61,38,60,Multi-cat,Verjaardagstraktatie,,20349
04-11-2017,zaterdag,10.6,204,216,3228.29,7305,,,,28370,45,19,45,Multi-cat,Verjaardagstraktatie,,19313
05-11-2017,zondag,7.8,240,222,3965.56,9796,,,,32100,26,10,90,Multi-cat,Verjaardagstraktatie,,10631
06-11-2017,maandag,4.8,408,48,5742.98,13055,,,,57075,117,51,23,Cards,,,17474
07-11-2017,dinsdag,3.3,456,0,4951.86,11848,,,,44273,67,22,31,Cards,,,31154
08-11-2017,woensdag,5.9,0,0,5437.56,12381,,,,54371,37,10,29,Cards,,,23478
09-11-2017,donderdag,8.7,138,96,5074.35,11860,,,,44793,330,253,18,Cards,,,25457
10-11-2017,vrijdag,9.2,192,156,4491.34,10965,,,,42027,88,48,48,Cards,,,22677
11-11-2017,zaterdag,6.6,30,246,2777.4,7130,,,,30389,246,76,83,Cards,,,22869
12-11-2017,zondag,5.2,84,384,3650.67,10166,,,,39993,37,6,134,Cards,,,11659
13-11-2017,maandag,6.2,372,66,5580.99,12581,,,,45561,52,12,190,Flowers,,,27469
14-11-2017,dinsdag,7.7,48,108,5582.28,12650,,,,48615,73,23,287,Flowers,,,23851
15-11-2017,woensdag,9.4,0,384,5447.11,12069,,,,51726,35,145,330,Flowers,,,24281
16-11-2017,donderdag,9.3,0,144,4873.85,11663,,,,45775,141,42,307,Flowers,,,23973
17-11-2017,vrijdag,5.6,264,0,4152.5,10071,,,,37049,55,34,264,Flowers,,,21782
18-11-2017,zaterdag,6.9,60,192,3052.75,7349,,,,30140,25,5,121,Flowers,,,19548
19-11-2017,zondag,6.7,270,48,3952.96,9890,,,,33072,24,9,150,Flowers,,,10257
20-11-2017,maandag,7.8,0,744,6305.82,14803,,,,57747,15,10,155,Multi-cat,"Cards, Flowers",,17986
21-11-2017,dinsdag,11.5,0,210,5706.41,14091,,,,64939,63,20,111,Multi-cat,"Cards, Flowers",,29530
22-11-2017,woensdag,11.4,222,54,5137.79,12562,,,,45514,21,8,106,Multi-cat,"Cards, Flowers",,27036
23-11-2017,donderdag,11.1,78,60,4753.32,11821,,,,47476,48,17,95,Multi-cat,"Cards, Flowers",,24201
24-11-2017,vrijdag,6.9,108,168,4211.13,10579,,,,59810,66,30,56,Multi-cat,"Cards, Flowers",,25123
25-11-2017,zaterdag,3.7,126,6,3039.73,7364,,,,38362,31,8,36,Multi-cat,"Cards, Flowers",,20198
26-11-2017,zondag,5.3,192,132,4219.65,10225,,,,38023,23,4,83,Multi-cat,"Cards, Flowers",,13362
27-11-2017,maandag,6.7,0,546,8497.9,17357,,,,77634,49,22,86,Chocolate,,,22068
28-11-2017,dinsdag,5.4,84,48,7167.1,14893,,,,50967,78,49,66,Chocolate,,,37628
29-11-2017,woensdag,2.9,0,6,7143.26,13771,,,,53864,60,20,103,Chocolate,,,32765
30-11-2017,donderdag,1.5,54,48,7006.49,12938,,,,46179,124,40,110,Chocolate,,,33215
01-12-2017,vrijdag,0,42,0,5708.92,10989,,,,47902,46,27,25,Chocolate,,,32110
02-12-2017,zaterdag,-0.4,0,0,3887.89,7493,,,,32579,20,8,10,Chocolate,,,35245
03-12-2017,zondag,3.7,0,300,5867.49,11149,,,,38574,45,13,18,Chocolate,,,24740
04-12-2017,maandag,7,54,138,9213.59,15307,,,,81928,1906,1462,29,Multi-cat,Kerst,,45230
05-12-2017,dinsdag,7.6,0,0,9631.22,13414,,,,53261,320,189,19,Multi-cat,Kerst,,45105
06-12-2017,woensdag,8,0,0,11292.67,15392,,,,80553,81,59,20,Multi-cat,Kerst,,36021
07-12-2017,donderdag,5.9,0,198,9232.6,14491,,,,76244,72,27,25,Multi-cat,Kerst,,41777
08-12-2017,vrijdag,2.6,54,510,6308.06,12044,,,,51301,48,22,20,Multi-cat,Kerst,,44933
09-12-2017,zaterdag,2.1,72,738,4505.09,9095,,,,39709,39,16,12,Multi-cat,Kerst,,39970
10-12-2017,zondag,1.1,0,624,8836.21,14197,,,,55383,66,18,30,Multi-cat,Kerst,,27546
11-12-2017,maandag,-0.1,0,702,10019.86,17493,,,,77290,47,10,65,Multi-cat,Kerst,,65956
12-12-2017,dinsdag,1.8,210,48,9830.41,16881,,,,78833,75,24,38,Multi-cat,Kerst,,87476
13-12-2017,woensdag,4,12,486,11674.02,18676,,,,82494,34,9,60,Multi-cat,Kerst,,73185
14-12-2017,donderdag,3.3,48,342,11434.51,18759,,,,103979,44,26,160,Multi-cat,Kerst,,77180
15-12-2017,vrijdag,2.6,0,42,11046.81,18216,,,,83392,43,12,240,Multi-cat,Kerst,,82902
16-12-2017,zaterdag,2.7,192,72,8933.74,14744,,,,61957,39,12,124,Multi-cat,Kerst,,68403
17-12-2017,zondag,2.5,342,276,12378.21,20662,,,,90993,55,16,251,Multi-cat,Kerst,,55726
18-12-2017,maandag,5.9,0,132,16109.52,26196,,,,96748,117,41,303,Multi-cat,Kerst,,105861
19-12-2017,dinsdag,5.2,18,0,16558.54,26987,,,,96021,58,20,306,Multi-cat,Kerst,,109020
20-12-2017,woensdag,7.5,12,114,14611.33,27068,,,,100014,29,7,24,Multi-cat,Kerst,,95858
21-12-2017,donderdag,8.4,0,84,12423.56,22868,,,,107642,26,17,130,Multi-cat,Kerst,,90237
22-12-2017,vrijdag,8.6,0,390,9107.29,18943,,,,83587,41,18,128,Multi-cat,Kerst,,75078
23-12-2017,zaterdag,8.7,0,0,3292.29,7534,,,,48159,13,4,41,Multi-cat,Kerst,,46135
24-12-2017,zondag,8.2,0,210,3210.61,6469,,,,40032,18,2,34,Multi-cat,Kerst,,17641
25-12-2017,maandag,7.4,0,132,2101.03,4332,,,,25599,11,0,18,"Beverage, Cake",,,13876
26-12-2017,dinsdag,5.8,120,120,2135.59,5110,,,,27122,80,16,50,"Beverage, Cake",,,9188
27-12-2017,woensdag,5.1,12,564,3898.31,10067,,,,54851,78,13,73,"Beverage, Cake",,,14562
28-12-2017,donderdag,3.9,264,24,4014.68,9925,,,,45950,40,10,345,"Beverage, Cake",,,30662
29-12-2017,vrijdag,2.8,18,378,3596.39,8992,,,,44355,43,12,335,"Beverage, Cake",,,29022
30-12-2017,zaterdag,8.8,0,300,2572.04,6323,,,,39366,22,7,119,"Beverage, Cake",,,24262
31-12-2017,zondag,10.6,12,918,1548.77,5290,,,,70679,38,5,110,"Beverage, Cake",,,14132
01-01-2018,maandag,6.8,126,414,1852.32,5394,0,0,0,41641,11,0,71,Multi-cat,Beverage,,9477
02-01-2018,dinsdag,6.5,84,372,4574.02,10513,0,0,0,52965,22,2,124,Multi-cat,Beverage,,13286
03-01-2018,woensdag,8.8,12,306,4899.01,11431,0,0,0,44864,39,9,89,Multi-cat,Beverage,,26427
04-01-2018,donderdag,8.2,12,96,4425.01,10687,0,0,0,45725,15,3,96,Multi-cat,Beverage,,24426
05-01-2018,vrijdag,6.4,0,150,4056.74,9642,0,0,0,37825,53,12,75,Multi-cat,Beverage,,21436
06-01-2018,zaterdag,4.5,42,0,3030.45,6835,0,0,0,32904,17,3,43,Multi-cat,Beverage,,19475
07-01-2018,zondag,1,372,0,3230.12,8562,0,0,0,32932,13,3,75,Multi-cat,Beverage,,11506
08-01-2018,maandag,1.1,390,0,4769.08,11693,0,3541.27809523809,3541.27809523809,63086,19,4,63,Multi-cat,Cards,,18849
09-01-2018,dinsdag,3,18,0,4751.09,11292,0,3541.27809523809,3541.27809523809,46263,45,15,81,Multi-cat,Cards,,30862
10-01-2018,woensdag,6.9,0,348,4931.71,11618,0,3541.27809523809,3541.27809523809,44865,28,9,48,Multi-cat,Cards,,24923
11-01-2018,donderdag,5.7,0,0,5040.89,11705,0,3541.27809523809,3541.27809523809,40609,16,4,54,Multi-cat,Cards,,27298
12-01-2018,vrijdag,5,0,0,4254.34,10487,0,3541.27809523809,3541.27809523809,47742,41,13,47,Multi-cat,Cards,,22498
13-01-2018,zaterdag,4.2,0,0,2905.05,7437,0,3541.27809523809,3541.27809523809,29016,22,5,37,Multi-cat,Cards,,25916
14-01-2018,zondag,2.9,300,0,2950.85,9355,0,3541.27809523809,3541.27809523809,32705,32,9,39,Multi-cat,Cards,,13537
15-01-2018,maandag,5.2,0,570,4716.77,12890,0,3541.27809523809,3541.27809523809,55227,52,15,77,Multi-cat,Flowers,,24226
16-01-2018,dinsdag,5.2,174,348,4449.4,11806,0,3541.27809523809,3541.27809523809,44038,17,3,47,Multi-cat,Flowers,,23914
17-01-2018,woensdag,4.6,30,186,4701.06,12488,0,3541.27809523809,3541.27809523809,40962,30,9,44,Multi-cat,Flowers,,21683
18-01-2018,donderdag,4.7,24,390,4098.98,11315,0,3541.27809523809,3541.27809523809,36387,45,22,31,Multi-cat,Flowers,,22385
19-01-2018,vrijdag,3.7,150,294,4504.68,11345,0,3541.27809523809,3541.27809523809,34948,12,8,30,Multi-cat,Flowers,,18648
20-01-2018,zaterdag,2.2,24,120,4071.76,8954,0,3541.27809523809,3541.27809523809,26399,15,6,17,Multi-cat,Flowers,,18262
21-01-2018,zondag,3,288,162,5193.68,11487,0,3541.27809523809,3541.27809523809,30589,13,4,22,Multi-cat,Flowers,,11343
22-01-2018,maandag,6.3,30,114,7159.85,15298,0,3541.27809523809,3541.27809523809,59744,32,8,34,Multi-cat,Balloons,,17775
23-01-2018,dinsdag,8.1,54,240,6643.01,15132,0,3541.27809523809,3541.27809523809,58313,34,13,27,Multi-cat,Balloons,,27022
24-01-2018,woensdag,11.7,0,246,6590.76,15160,0,3541.27809523809,3541.27809523809,54091,41,13,35,Multi-cat,Balloons,,23487
25-01-2018,donderdag,7.7,36,6,5205.63,13523,0,3541.27809523809,3541.27809523809,45996,21,5,23,Multi-cat,Balloons,,24441
26-01-2018,vrijdag,5.4,72,0,4081.86,11670,0,3541.27809523809,3541.27809523809,49980,21,7,22,Multi-cat,Balloons,,20797
27-01-2018,zaterdag,5.8,120,216,2884.66,8011,0,3541.27809523809,3541.27809523809,32645,18,0,12,Multi-cat,Balloons,,18673
28-01-2018,zondag,9.7,102,0,3825.72,11195,0,3541.27809523809,3541.27809523809,35685,29,7,189,Multi-cat,Balloons,,12179
29-01-2018,maandag,8.8,0,168,6066.6,16863,0,0,0,72640,41,9,743,Multi-cat,Flowers,,18281
30-01-2018,dinsdag,4.7,372,0,6176.46,16138,0,0,0,61638,62,20,1229,Multi-cat,Flowers,,29259
31-01-2018,woensdag,6.5,0,402,7292.24,18167,0,0,0,57010,56,24,1529,Multi-cat,Flowers,,25342
01-02-2018,donderdag,3.4,150,258,6307.51,16482,0,0,0,75713,29,17,1639,Multi-cat,Flowers,,27145
02-02-2018,vrijdag,4.4,126,270,5908.56,15246,0,0,0,56196,40,9,1617,Multi-cat,Flowers,,27611
03-02-2018,zaterdag,2,18,132,4110.86,10781,0,0,0,37982,19,2,1407,Multi-cat,Flowers,,23548
04-02-2018,zondag,1.7,216,0,4991.67,14053,0,0,0,46186,29,2,1497,Multi-cat,Flowers,,13896
05-02-2018,maandag,1,102,0,7232.29,20160,0,5631.49523809524,5631.49523809524,86296,55,9,1913,Multi-cat,Flowers,,22032
06-02-2018,dinsdag,-2.1,438,0,7423.68,20073,0,6470.22857142857,6470.22857142857,68539,44,8,1680,Multi-cat,Flowers,,31285
07-02-2018,woensdag,-2.2,510,0,8422.83,22157,0,7069.32380952381,7069.32380952381,96888,36,12,1754,Multi-cat,Flowers,,29257
08-02-2018,donderdag,1,390,0,7841.71,21436,0,5751.31428571429,5751.31428571429,112343,11,4,2010,Multi-cat,Flowers,,29341
09-02-2018,vrijdag,0.6,126,30,8080.47,21213,0,6110.77142857143,6110.77142857143,90456,15,7,2432,Multi-cat,Flowers,,31428
10-02-2018,zaterdag,2.9,222,12,7555.82,17880,0,3474.75238095238,3474.75238095238,62689,18,5,1826,Multi-cat,Flowers,,29766
11-02-2018,zondag,4.5,120,186,11061.51,26201,0,2636.01904761905,2636.01904761905,86734,33,11,2393,Multi-cat,Flowers,,20096
12-02-2018,maandag,3,348,0,21665.22,47823,0,6110.77142857143,6110.77142857143,135272,21,7,3423,Multi-cat,Flowers,,36477
13-02-2018,dinsdag,2,522,0,33077.69,59153,0,7069.32380952381,7069.32380952381,156867,41,9,3821,Multi-cat,Flowers,,63938
14-02-2018,woensdag,1.9,522,0,11905.78,26913,0,0,0,117866,37,27,1247,Multi-cat,Flowers,,74134
15-02-2018,donderdag,4.3,126,228,5294.67,15674,0,0,0,56550,27,13,960,Multi-cat,"Cake, Beverage, Chocolate",,26667
